시도명,시군구명,생년,RFID구분,축종,품종,마릿수,맹견여부
경기도,김포시,2017,외장형,개,요크셔 테리어,16,N
경기도,김포시,2017,인식표,개,요크셔 테리어,5,N
경기도,김포시,2017,내장형,개,요크셔 테리어,20,N
경기도,김포시,2017,내장형,개,울프독,1,N
경기도,김포시,2017,외장형,개,웨스트하이랜드화이트테리어,1,N
경기도,김포시,2017,내장형,개,웨스트하이랜드화이트테리어,1,N
경기도,김포시,2017,외장형,개,웰시 코기 카디건,2,N
경기도,김포시,2017,내장형,개,웰시 코기 카디건,7,N
경기도,김포시,2017,외장형,개,웰시 코기 펨브로크,18,N
경기도,김포시,2017,인식표,개,웰시 코기 펨브로크,1,N
경기도,김포시,2017,내장형,개,웰시 코기 펨브로크,59,N
경기도,김포시,2017,외장형,개,이탈리안 그레이 하운드,8,N
경기도,김포시,2017,인식표,개,이탈리안 그레이 하운드,5,N
경기도,김포시,2017,내장형,개,이탈리안 그레이 하운드,10,N
경기도,김포시,2017,외장형,개,잉글리쉬 코카 스파니엘,2,N
경기도,김포시,2017,내장형,개,잉글리쉬 포인터,1,N
경기도,김포시,2017,외장형,개,재패니즈 스피츠,1,N
경기도,김포시,2017,인식표,개,재패니즈 스피츠,1,N
경기도,동두천시,2017,외장형,개,닥스훈트,5,N
경기도,남양주시,2016,외장형,개,퍼그,1,N
경기도,남양주시,2016,인식표,개,퍼그,5,N
경기도,김포시,2019,외장형,개,비글,1,N
경기도,김포시,2019,내장형,개,비글,2,N
경기도,김포시,2019,외장형,개,비숑 프리제,70,N
경기도,김포시,2019,인식표,개,비숑 프리제,26,N
경기도,김포시,2019,내장형,개,비숑 프리제,168,N
경기도,김포시,2019,외장형,개,빠삐용,2,N
경기도,김포시,2019,내장형,개,빠삐용,3,N
경기도,김포시,2019,외장형,개,사모예드,2,N
경기도,김포시,2019,인식표,개,사모예드,1,N
경기도,김포시,2019,내장형,개,사모예드,4,N
경기도,김포시,2019,외장형,개,삽살개,3,N
경기도,김포시,2019,내장형,개,삽살개,3,N
경기도,김포시,2019,내장형,개,샤페이,1,N
경기도,김포시,2019,외장형,개,세인트 버나드,1,N
경기도,김포시,2019,외장형,개,셔틀랜드 쉽독,2,N
경기도,김포시,2019,내장형,개,셔틀랜드 쉽독,8,N
경기도,김포시,2019,인식표,개,셰퍼드,3,N
경기도,김포시,2019,내장형,개,셰퍼드,4,N
경기도,김포시,2019,외장형,개,슈나우져,2,N
경기도,김포시,2019,내장형,개,슈나우져,2,N
경기도,김포시,2019,내장형,개,스코티쉬 테리어,1,N
경기도,김포시,2019,외장형,개,스탠다드 푸들,2,N
경기도,김포시,2019,인식표,개,스탠다드 푸들,2,N
경기도,김포시,2019,내장형,개,스탠다드 푸들,3,N
경기도,김포시,2019,외장형,개,스피츠,8,N
경기도,김포시,2019,인식표,개,스피츠,1,N
경기도,김포시,2019,내장형,개,스피츠,18,N
경기도,김포시,2019,외장형,개,시바,10,N
경기도,김포시,2019,인식표,개,시바,4,N
경기도,김포시,2019,내장형,개,시바,39,N
경기도,김포시,2019,외장형,개,시베리안 허스키,2,N
경기도,김포시,2019,내장형,개,시베리안 허스키,5,N
경기도,김포시,2019,외장형,개,시츄,4,N
경기도,김포시,2019,인식표,개,시츄,4,N
경기도,김포시,2019,내장형,개,시츄,23,N
경기도,김포시,2019,인식표,개,아메리칸 코카 스파니엘,1,N
경기도,김포시,2019,내장형,개,아메리칸 코카 스파니엘,1,N
경기도,김포시,2019,내장형,개,아메리칸 핏불 테리어,1,Y
경기도,김포시,2019,외장형,개,아메리칸불리,1,N
경기도,김포시,2019,인식표,개,아메리칸불리,1,N
경기도,김포시,2019,내장형,개,아메리칸불리,8,N
경기도,김포시,2019,외장형,개,알라스칸 말라뮤트,1,N
경기도,김포시,2019,인식표,개,알라스칸 말라뮤트,2,N
경기도,김포시,2019,내장형,개,알라스칸 말라뮤트,2,N
경기도,김포시,2019,내장형,개,올드 잉글리쉬 불독,2,N
경기도,김포시,2019,내장형,개,올드 잉글리쉬 쉽독,2,N
경기도,김포시,2019,외장형,개,요크셔 테리어,9,N
경기도,김포시,2019,인식표,개,요크셔 테리어,2,N
경기도,김포시,2019,내장형,개,요크셔 테리어,16,N
경기도,김포시,2019,내장형,개,울프독,1,N
경기도,김포시,2019,외장형,개,웰시 코기 카디건,4,N
경기도,동두천시,2017,내장형,개,말티즈,42,N
경기도,동두천시,2017,외장형,개,미니어쳐 슈나우저,1,N
경기도,동두천시,2017,인식표,개,미니어쳐 슈나우저,1,N
경기도,동두천시,2017,인식표,개,미니어쳐 푸들,1,N
경기도,동두천시,2017,외장형,개,미니어쳐 핀셔,2,N
경기도,동두천시,2017,내장형,개,미니어쳐 핀셔,1,N
경기도,동두천시,2017,내장형,개,미디엄 푸들,1,N
경기도,동두천시,2017,외장형,개,믹스견,62,N
경기도,동두천시,2017,인식표,개,믹스견,5,N
경기도,동두천시,2017,내장형,개,믹스견,58,N
경기도,동두천시,2017,내장형,개,베들링턴 테리어,2,N
경기도,동두천시,2017,외장형,개,벨기에 쉽독,1,N
경기도,동두천시,2017,외장형,개,보더 콜리,3,N
경기도,동두천시,2017,내장형,개,보더 콜리,1,N
경기도,동두천시,2017,외장형,개,보스턴 테리어,1,N
경기도,동두천시,2017,내장형,개,보스턴 테리어,3,N
경기도,동두천시,2017,내장형,개,부비에 데 플랑드르,1,N
경기도,동두천시,2017,내장형,개,불 테리어,2,N
경기도,동두천시,2017,내장형,개,비글,2,N
경기도,동두천시,2017,외장형,개,비숑 프리제,12,N
경기도,동두천시,2017,내장형,개,비숑 프리제,17,N
경기도,동두천시,2017,내장형,개,빠삐용,1,N
경기도,동두천시,2017,내장형,개,셔틀랜드 쉽독,3,N
경기도,동두천시,2017,외장형,개,셰퍼드,1,N
경기도,동두천시,2017,외장형,개,슈나우져,3,N
경기도,동두천시,2017,내장형,개,슈나우져,1,N
경기도,동두천시,2017,외장형,개,스탠다드 푸들,1,N
경기도,군포시,2016,외장형,개,치와와,26,N
경기도,군포시,2016,인식표,개,치와와,13,N
경기도,군포시,2016,내장형,개,치와와,54,N
경기도,군포시,2016,외장형,개,캐벌리어 킹 찰스 스파니엘,1,N
경기도,군포시,2016,외장형,개,코카 스파니엘,1,N
경기도,군포시,2016,인식표,개,코카 스파니엘,2,N
경기도,군포시,2016,내장형,개,코카 스파니엘,7,N
경기도,군포시,2016,외장형,개,토이 푸들,7,N
경기도,군포시,2016,인식표,개,토이 푸들,7,N
경기도,군포시,2016,내장형,개,토이 푸들,8,N
경기도,군포시,2016,내장형,개,퍼그,3,N
경기도,군포시,2016,외장형,개,페키니즈,1,N
경기도,군포시,2016,내장형,개,페키니즈,4,N
경기도,군포시,2016,외장형,개,포메라니안,42,N
경기도,군포시,2016,인식표,개,포메라니안,19,N
경기도,군포시,2016,내장형,개,포메라니안,78,N
경기도,김포시,2013,외장형,개,도고 아르젠티노,1,N
경기도,김포시,2013,내장형,개,도베르만,1,N
경기도,김포시,2013,외장형,개,라브라도 리트리버,3,N
경기도,김포시,2013,인식표,개,라브라도 리트리버,1,N
경기도,김포시,2013,내장형,개,라브라도 리트리버,8,N
경기도,김포시,2013,내장형,개,로트와일러,1,Y
경기도,김포시,2013,내장형,개,마리노이즈,1,N
경기도,김포시,2013,외장형,개,말라뮤트,1,N
경기도,김포시,2013,내장형,개,말라뮤트,1,N
경기도,김포시,2013,외장형,개,말티즈,249,N
경기도,김포시,2013,인식표,개,말티즈,35,N
경기도,김포시,2013,내장형,개,말티즈,187,N
경기도,김포시,2013,외장형,개,미니어쳐 슈나우저,3,N
경기도,김포시,2013,내장형,개,미니어쳐 슈나우저,1,N
경기도,김포시,2013,외장형,개,미니어쳐 푸들,4,N
경기도,김포시,2013,인식표,개,미니어쳐 푸들,1,N
경기도,김포시,2013,내장형,개,미니어쳐 푸들,2,N
경기도,김포시,2013,외장형,개,미니어쳐 핀셔,5,N
경기도,김포시,2013,인식표,개,미니어쳐 핀셔,2,N
경기도,김포시,2013,내장형,개,미니어쳐 핀셔,5,N
경기도,김포시,2013,외장형,개,미디엄 푸들,1,N
경기도,김포시,2013,외장형,개,믹스견,67,N
경기도,김포시,2013,인식표,개,믹스견,11,N
경기도,김포시,2013,내장형,개,믹스견,78,N
경기도,김포시,2013,내장형,개,베들링턴 테리어,1,N
경기도,김포시,2013,내장형,개,보더 콜리,3,N
경기도,김포시,2013,외장형,개,보스턴 테리어,5,N
경기도,김포시,2013,내장형,개,보스턴 테리어,3,N
경기도,김포시,2013,외장형,개,불독,3,N
경기도,김포시,2013,내장형,개,브리타니 스파니엘,1,N
경기도,김포시,2013,외장형,개,비글,7,N
경기도,김포시,2013,내장형,개,비글,4,N
경기도,김포시,2013,외장형,개,비숑 프리제,14,N
경기도,김포시,2013,인식표,개,비숑 프리제,2,N
경기도,김포시,2013,내장형,개,비숑 프리제,16,N
경기도,김포시,2013,외장형,개,빠삐용,4,N
경기도,과천시,2018,내장형,개,스피츠,4,N
경기도,과천시,2018,내장형,개,시바,3,N
경기도,고양시,2014,외장형,개,요크셔 테리어,60,N
경기도,고양시,2014,인식표,개,요크셔 테리어,7,N
경기도,고양시,2014,내장형,개,요크셔 테리어,98,N
경기도,고양시,2014,내장형,개,웰시 코기 카디건,3,N
경기도,고양시,2014,외장형,개,웰시 코기 펨브로크,21,N
경기도,고양시,2014,인식표,개,웰시 코기 펨브로크,3,N
경기도,고양시,2014,내장형,개,웰시 코기 펨브로크,23,N
경기도,고양시,2014,외장형,개,이탈리안 그레이 하운드,7,N
경기도,고양시,2014,인식표,개,이탈리안 그레이 하운드,1,N
경기도,고양시,2014,내장형,개,이탈리안 그레이 하운드,3,N
경기도,고양시,2014,외장형,개,잉글리쉬 코카 스파니엘,1,N
경기도,고양시,2014,내장형,개,잉글리쉬 코카 스파니엘,1,N
경기도,고양시,2014,외장형,개,재패니즈 스피츠,4,N
경기도,고양시,2014,인식표,개,재패니즈 스피츠,2,N
경기도,고양시,2014,내장형,개,재패니즈 스피츠,1,N
경기도,고양시,2014,외장형,개,잭 러셀 테리어,3,N
경기도,고양시,2014,내장형,개,잭 러셀 테리어,4,N
경기도,고양시,2014,외장형,개,저먼 셰퍼드 독,1,N
경기도,고양시,2014,내장형,개,저먼 셰퍼드 독,1,N
경기도,고양시,2014,인식표,개,저먼 포인터,1,N
경기도,고양시,2014,내장형,개,저먼 포인터,2,N
경기도,광주시,2005,외장형,개,실키테리어,1,N
경기도,광주시,2005,내장형,개,아메리칸 코카 스파니엘,2,N
경기도,광주시,2005,내장형,개,알라스칸 말라뮤트,1,N
경기도,광주시,2005,외장형,개,요크셔 테리어,11,N
경기도,동두천시,2017,인식표,개,닥스훈트,1,N
경기도,동두천시,2017,내장형,개,닥스훈트,3,N
경기도,동두천시,2017,외장형,개,라브라도 리트리버,3,N
경기도,동두천시,2017,인식표,개,라브라도 리트리버,2,N
경기도,동두천시,2017,내장형,개,라브라도 리트리버,6,N
경기도,동두천시,2017,외장형,개,라이카,2,N
경기도,동두천시,2017,내장형,개,라이카,3,N
경기도,동두천시,2017,외장형,개,로트와일러,1,Y
경기도,동두천시,2017,내장형,개,로트와일러,1,Y
경기도,동두천시,2017,내장형,개,말라뮤트,1,N
경기도,동두천시,2017,외장형,개,말티즈,56,N
경기도,동두천시,2017,인식표,개,말티즈,4,N
경기도,광주시,2018,인식표,개,말티즈,51,N
경기도,광주시,2018,내장형,개,말티즈,208,N
경기도,광주시,2018,외장형,개,미니어쳐 푸들,10,N
경기도,광주시,2018,인식표,개,미니어쳐 푸들,3,N
경기도,광주시,2018,내장형,개,미니어쳐 푸들,4,N
경기도,광주시,2018,내장형,개,미니어쳐 핀셔,3,N
경기도,군포시,2015,외장형,개,비숑 프리제,15,N
경기도,군포시,2015,인식표,개,비숑 프리제,3,N
경기도,군포시,2015,내장형,개,비숑 프리제,21,N
경기도,군포시,2015,인식표,개,빠삐용,2,N
경기도,군포시,2015,내장형,개,빠삐용,2,N
경기도,군포시,2015,내장형,개,사모예드,1,N
경기도,군포시,2015,내장형,개,삽살개,1,N
경기도,군포시,2015,내장형,개,셔틀랜드 쉽독,1,N
경기도,군포시,2015,외장형,개,슈나우져,1,N
경기도,군포시,2015,내장형,개,슈나우져,5,N
경기도,군포시,2015,내장형,개,스탠다드 푸들,1,N
경기도,군포시,2015,외장형,개,스피츠,8,N
경기도,군포시,2015,인식표,개,스피츠,11,N
경기도,군포시,2015,내장형,개,스피츠,22,N
경기도,군포시,2015,외장형,개,시바,1,N
경기도,군포시,2015,외장형,개,시베리안 허스키,1,N
경기도,군포시,2015,내장형,개,시베리안 허스키,1,N
경기도,군포시,2023,내장형,개,기타,3,N
경기도,군포시,2023,외장형,개,꼬똥 드 뚤레아,3,N
경기도,군포시,2023,내장형,개,꼬똥 드 뚤레아,3,N
경기도,군포시,2023,외장형,개,닥스훈트,4,N
경기도,군포시,2023,내장형,개,닥스훈트,2,N
경기도,군포시,2023,외장형,개,라브라도 리트리버,1,N
경기도,군포시,2023,내장형,개,라사 압소,1,N
경기도,군포시,2023,외장형,개,말티즈,36,N
경기도,군포시,2023,내장형,개,말티즈,5,N
경기도,군포시,2023,외장형,개,미니어쳐 슈나우저,1,N
경기도,군포시,2023,외장형,개,미니어쳐 푸들,2,N
경기도,군포시,2023,내장형,개,미니어쳐 푸들,1,N
경기도,군포시,2023,외장형,개,미디엄 푸들,3,N
경기도,군포시,2023,외장형,개,믹스견,84,N
경기도,군포시,2023,내장형,개,믹스견,27,N
경기도,군포시,2023,외장형,개,베들링턴 테리어,2,N
경기도,군포시,2023,내장형,개,베들링턴 테리어,1,N
경기도,군포시,2023,외장형,개,보더 콜리,4,N
경기도,군포시,2023,내장형,개,보더 콜리,1,N
경기도,군포시,2023,외장형,개,보스턴 테리어,1,N
경기도,군포시,2023,외장형,개,비숑 프리제,50,N
경기도,군포시,2023,내장형,개,비숑 프리제,5,N
경기도,군포시,2023,외장형,개,빠삐용,2,N
경기도,군포시,2023,내장형,개,삽살개,1,N
경기도,군포시,2023,외장형,개,셔틀랜드 쉽독,1,N
경기도,군포시,2023,외장형,개,시바,1,N
경기도,군포시,2023,외장형,개,시츄,6,N
경기도,군포시,2023,내장형,개,시츄,2,N
경기도,군포시,2023,외장형,개,요크셔 테리어,1,N
경기도,군포시,2023,내장형,개,요크셔 테리어,1,N
경기도,군포시,2023,외장형,개,웰시 코기 펨브로크,2,N
경기도,군포시,2023,외장형,개,잭 러셀 테리어,1,N
경기도,군포시,2023,내장형,개,진도견,5,N
경기도,군포시,2023,외장형,개,치와와,5,N
경기도,군포시,2023,외장형,개,토이 푸들,9,N
경기도,군포시,2023,내장형,개,토이 푸들,1,N
경기도,군포시,2023,외장형,개,페키니즈,2,N
경기도,군포시,2023,외장형,개,포메라니안,39,N
경기도,군포시,2023,내장형,개,포메라니안,8,N
경기도,군포시,2023,외장형,개,푸들,21,N
경기도,군포시,2023,내장형,개,푸들,7,N
경기도,군포시,2023,외장형,개,프렌치 불독,1,N
경기도,군포시,2023,내장형,고양이,레그돌,1,N
경기도,군포시,2023,내장형,고양이,아비시니안,1,N
경기도,군포시,2023,내장형,고양이,터키시 앙고라,1,N
경기도,군포시,2023,내장형,고양이,페르시안,1,N
경기도,구리시,2003,외장형,개,코카 스파니엘,6,N
경기도,구리시,2003,내장형,개,코카 스파니엘,1,N
경기도,구리시,2003,인식표,개,토이 푸들,1,N
경기도,김포시,2007,내장형,개,토이 푸들,1,N
경기도,김포시,2007,외장형,개,페키니즈,2,N
경기도,김포시,2007,인식표,개,페키니즈,2,N
경기도,김포시,2007,내장형,개,페키니즈,3,N
경기도,김포시,2007,외장형,개,포메라니안,11,N
경기도,김포시,2007,인식표,개,포메라니안,1,N
경기도,김포시,2007,내장형,개,포메라니안,2,N
경기도,김포시,2020,인식표,개,토이 푸들,22,N
경기도,김포시,2020,내장형,개,토이 푸들,40,N
경기도,김포시,2020,외장형,개,퍼그,3,N
경기도,김포시,2020,내장형,개,퍼그,3,N
경기도,김포시,2020,내장형,개,페키니즈,5,N
경기도,김포시,2020,외장형,개,포메라니안,132,N
경기도,김포시,2020,인식표,개,포메라니안,31,N
경기도,김포시,2020,내장형,개,포메라니안,283,N
경기도,김포시,2020,내장형,개,포인터,1,N
경기도,김포시,2020,내장형,개,폭스테리어,2,N
경기도,김포시,2020,외장형,개,푸들,99,N
경기도,김포시,2020,인식표,개,푸들,8,N
경기도,김포시,2020,내장형,개,푸들,303,N
경기도,김포시,2020,외장형,개,풍산견,3,N
경기도,김포시,2020,내장형,개,풍산견,3,N
경기도,김포시,2020,외장형,개,프렌치 불독,4,N
경기도,김포시,2020,인식표,개,프렌치 불독,7,N
경기도,김포시,2020,내장형,개,프렌치 불독,35,N
경기도,김포시,2020,외장형,개,플랫 코티드 리트리버,1,N
경기도,남양주시,2003,외장형,개,폭스테리어,1,N
경기도,남양주시,2003,외장형,개,푸들,11,N
경기도,남양주시,2003,인식표,개,푸들,4,N
경기도,남양주시,2003,내장형,개,푸들,10,N
경기도,남양주시,2004,외장형,개,골든 리트리버,1,N
경기도,남양주시,2004,내장형,개,골든 리트리버,1,N
경기도,남양주시,2004,내장형,개,그레이트 피레니즈,1,N
경기도,남양주시,2004,외장형,개,기타,1,N
경기도,남양주시,2004,내장형,개,기타,1,N
경기도,남양주시,2004,외장형,개,닥스훈트,1,N
경기도,남양주시,2004,내장형,개,닥스훈트,6,N
경기도,남양주시,2004,내장형,개,달마시안,1,N
경기도,남양주시,2004,내장형,개,라브라도 리트리버,1,N
경기도,남양주시,2004,외장형,개,라사 압소,1,N
경기도,남양주시,2004,외장형,개,말티즈,46,N
경기도,남양주시,2004,인식표,개,말티즈,11,N
경기도,남양주시,2004,내장형,개,말티즈,175,N
경기도,남양주시,2004,외장형,개,미니어쳐 슈나우저,4,N
경기도,남양주시,2004,인식표,개,미니어쳐 슈나우저,1,N
경기도,남양주시,2004,내장형,개,미니어쳐 슈나우저,32,N
경기도,남양주시,2004,외장형,개,미니어쳐 푸들,1,N
경기도,남양주시,2004,내장형,개,미니어쳐 푸들,10,N
경기도,남양주시,2004,외장형,개,미니어쳐 핀셔,7,N
경기도,남양주시,2004,인식표,개,미니어쳐 핀셔,1,N
경기도,남양주시,2004,내장형,개,미니어쳐 핀셔,8,N
경기도,남양주시,2004,외장형,개,믹스견,8,N
경기도,남양주시,2004,인식표,개,믹스견,4,N
경기도,남양주시,2004,내장형,개,믹스견,39,N
경기도,남양주시,2004,내장형,개,버니즈 마운틴 독,1,N
경기도,남양주시,2004,내장형,개,블랙 테리어,1,N
경기도,남양주시,2004,인식표,개,비글,1,N
경기도,남양주시,2004,내장형,개,비숑 프리제,1,N
경기도,남양주시,2004,내장형,개,삽살개,1,N
경기도,남양주시,2004,내장형,개,샤페이,2,N
경기도,남양주시,2004,외장형,개,슈나우져,9,N
경기도,남양주시,2004,인식표,개,슈나우져,4,N
경기도,남양주시,2004,내장형,개,슈나우져,5,N
경기도,남양주시,2004,외장형,개,스피츠,3,N
경기도,남양주시,2004,내장형,개,스피츠,1,N
경기도,남양주시,2004,내장형,개,시베리안 허스키,1,N
경기도,남양주시,2004,외장형,개,시츄,31,N
경기도,남양주시,2004,인식표,개,시츄,9,N
경기도,남양주시,2004,내장형,개,시츄,143,N
경기도,남양주시,2004,내장형,개,아메리칸 코카 스파니엘,12,N
경기도,남양주시,2004,내장형,개,아프간 하운드,2,N
경기도,남양주시,2004,외장형,개,알라스칸 말라뮤트,2,N
경기도,남양주시,2004,내장형,개,알라스칸 말라뮤트,2,N
경기도,남양주시,2004,외장형,개,와이어 폭스 테리어,1,N
경기도,남양주시,2004,내장형,개,와이어 폭스 테리어,1,N
경기도,남양주시,2004,외장형,개,요크셔 테리어,16,N
경기도,남양주시,2004,인식표,개,요크셔 테리어,7,N
경기도,동두천시,2017,외장형,개,스피츠,9,N
경기도,동두천시,2017,인식표,개,스피츠,2,N
경기도,동두천시,2017,내장형,개,스피츠,9,N
경기도,동두천시,2017,내장형,개,시바,2,N
경기도,군포시,1998,내장형,개,믹스견,3,N
경기도,군포시,1998,외장형,개,슈나우져,1,N
경기도,군포시,1998,인식표,개,슈나우져,1,N
경기도,군포시,1998,외장형,개,시츄,2,N
경기도,군포시,1998,내장형,개,시츄,6,N
경기도,군포시,1998,외장형,개,요크셔 테리어,1,N
경기도,군포시,1998,내장형,개,요크셔 테리어,5,N
경기도,군포시,1998,내장형,개,잉글리쉬 코카 스파니엘,1,N
경기도,군포시,1998,내장형,개,토이 푸들,1,N
경기도,군포시,1998,외장형,개,퍼그,1,N
경기도,군포시,1999,외장형,개,말티즈,6,N
경기도,군포시,1999,내장형,개,말티즈,8,N
경기도,군포시,1999,내장형,개,미니어쳐 슈나우저,2,N
경기도,군포시,1999,내장형,개,미니어쳐 푸들,1,N
경기도,군포시,1999,내장형,개,미니어쳐 핀셔,2,N
경기도,군포시,1999,내장형,개,믹스견,8,N
경기도,군포시,1999,외장형,개,시츄,1,N
경기도,군포시,1999,내장형,개,시츄,6,N
경기도,군포시,1999,외장형,개,요크셔 테리어,1,N
경기도,군포시,1999,내장형,개,요크셔 테리어,6,N
경기도,군포시,1999,내장형,개,잉글리쉬 코카 스파니엘,1,N
경기도,군포시,1999,내장형,개,치와와,2,N
경기도,군포시,1999,외장형,개,코카 스파니엘,1,N
경기도,군포시,1999,내장형,개,코카 스파니엘,1,N
경기도,군포시,1999,내장형,개,토이 푸들,5,N
경기도,군포시,1999,내장형,개,페키니즈,1,N
경기도,군포시,1999,내장형,개,포메라니안,2,N
경기도,군포시,1999,외장형,개,푸들,2,N
경기도,군포시,1999,내장형,개,푸들,1,N
경기도,군포시,2000,내장형,개,라브라도 리트리버,1,N
경기도,군포시,2000,외장형,개,말티즈,5,N
경기도,군포시,2000,인식표,개,말티즈,1,N
경기도,남양주시,2012,인식표,개,기타,2,N
경기도,남양주시,2012,내장형,개,기타,3,N
경기도,남양주시,2012,외장형,개,꼬똥 드 뚤레아,6,N
경기도,남양주시,2012,내장형,개,꼬똥 드 뚤레아,2,N
경기도,남양주시,2012,외장형,개,닥스훈트,24,N
경기도,남양주시,2012,인식표,개,닥스훈트,3,N
경기도,남양주시,2012,내장형,개,닥스훈트,24,N
경기도,남양주시,2012,외장형,개,달마시안,1,N
경기도,남양주시,2012,내장형,개,달마시안,1,N
경기도,남양주시,2012,외장형,개,도베르만,1,N
경기도,남양주시,2012,내장형,개,도베르만,2,N
경기도,남양주시,2012,내장형,개,동경견,1,N
경기도,남양주시,2012,외장형,개,라브라도 리트리버,5,N
경기도,남양주시,2012,인식표,개,라브라도 리트리버,2,N
경기도,남양주시,2012,내장형,개,라브라도 리트리버,9,N
경기도,남양주시,2012,외장형,개,말라뮤트,1,N
경기도,남양주시,2012,인식표,개,말라뮤트,1,N
경기도,남양주시,2012,내장형,개,말라뮤트,1,N
경기도,남양주시,2012,외장형,개,말티즈,307,N
경기도,남양주시,2012,인식표,개,말티즈,78,N
경기도,남양주시,2012,내장형,개,말티즈,370,N
경기도,남양주시,2012,외장형,개,미니어쳐 닥스훈트,1,N
경기도,남양주시,2012,외장형,개,미니어쳐 슈나우저,4,N
경기도,남양주시,2012,내장형,개,미니어쳐 슈나우저,6,N
경기도,남양주시,2012,외장형,개,미니어쳐 푸들,17,N
경기도,남양주시,2012,인식표,개,미니어쳐 푸들,4,N
경기도,남양주시,2012,내장형,개,미니어쳐 푸들,18,N
경기도,남양주시,2012,외장형,개,미니어쳐 핀셔,6,N
경기도,남양주시,2012,인식표,개,미니어쳐 핀셔,2,N
경기도,남양주시,2012,내장형,개,미니어쳐 핀셔,17,N
경기도,남양주시,2012,외장형,개,미디엄 푸들,1,N
경기도,남양주시,2012,인식표,개,미디엄 푸들,1,N
경기도,남양주시,2012,내장형,개,미디엄 푸들,2,N
경기도,남양주시,2012,외장형,개,믹스견,112,N
경기도,남양주시,2012,인식표,개,믹스견,37,N
경기도,남양주시,2012,내장형,개,믹스견,141,N
경기도,남양주시,2012,내장형,개,바센지,2,N
경기도,남양주시,2012,내장형,개,바셋 하운드,1,N
경기도,남양주시,2012,내장형,개,버니즈 마운틴 독,1,N
경기도,남양주시,2012,외장형,개,베들링턴 테리어,2,N
경기도,남양주시,2016,외장형,개,달마시안,1,N
경기도,남양주시,2016,인식표,개,도베르만,1,N
경기도,남양주시,2016,내장형,개,도베르만,2,N
경기도,남양주시,2016,내장형,개,동경견,1,N
경기도,광주시,2005,인식표,개,요크셔 테리어,5,N
경기도,광주시,2005,내장형,개,요크셔 테리어,11,N
경기도,광주시,2005,내장형,개,웰시 코기 펨브로크,1,N
경기도,광주시,2005,인식표,개,잉글리쉬 코카 스파니엘,1,N
경기도,광주시,2005,외장형,개,진도견,3,N
경기도,광명시,2004,인식표,개,푸들,5,N
경기도,광명시,2004,내장형,개,푸들,7,N
경기도,광명시,2005,내장형,개,골든 리트리버,2,N
경기도,광명시,2005,내장형,개,그레이트 피레니즈,1,N
경기도,광명시,2005,외장형,개,기타,1,N
경기도,광명시,2005,인식표,개,기타,5,N
경기도,광명시,2005,내장형,개,기타,6,N
경기도,광명시,2005,외장형,개,닥스훈트,1,N
경기도,광명시,2005,인식표,개,닥스훈트,2,N
경기도,광명시,2005,내장형,개,닥스훈트,5,N
경기도,광명시,2005,내장형,개,라브라도 리트리버,1,N
경기도,광명시,2005,외장형,개,말티즈,23,N
경기도,광명시,2005,인식표,개,말티즈,23,N
경기도,광명시,2005,내장형,개,말티즈,91,N
경기도,광명시,2005,인식표,개,미니어쳐 슈나우저,1,N
경기도,광명시,2005,내장형,개,미니어쳐 슈나우저,4,N
경기도,광명시,2005,외장형,개,미니어쳐 푸들,1,N
경기도,광명시,2005,내장형,개,미니어쳐 푸들,8,N
경기도,광명시,2005,외장형,개,미니어쳐 핀셔,4,N
경기도,광명시,2005,인식표,개,미니어쳐 핀셔,1,N
경기도,광명시,2005,내장형,개,미니어쳐 핀셔,5,N
경기도,광명시,2005,외장형,개,믹스견,18,N
경기도,광명시,2005,인식표,개,믹스견,9,N
경기도,광명시,2005,내장형,개,믹스견,20,N
경기도,광명시,2005,인식표,개,베들링턴 테리어,1,N
경기도,광명시,2005,내장형,개,보르조이,1,N
경기도,광명시,2005,내장형,개,보스턴 테리어,1,N
경기도,광명시,2005,내장형,개,빠삐용,1,N
경기도,광명시,2005,내장형,개,샤페이,1,N
경기도,광명시,2005,외장형,개,슈나우져,3,N
경기도,광명시,2005,인식표,개,슈나우져,2,N
경기도,광명시,2005,내장형,개,슈나우져,5,N
경기도,광명시,2005,외장형,개,스피츠,1,N
경기도,광명시,2005,내장형,개,스피츠,2,N
경기도,광명시,2005,외장형,개,시츄,20,N
경기도,광명시,2005,인식표,개,시츄,9,N
경기도,광명시,2005,내장형,개,시츄,58,N
경기도,광명시,2005,인식표,개,아메리칸 코카 스파니엘,1,N
경기도,광명시,2005,내장형,개,아메리칸 코카 스파니엘,2,N
경기도,광명시,2005,외장형,개,요크셔 테리어,14,N
경기도,광명시,2005,인식표,개,요크셔 테리어,5,N
경기도,광명시,2005,내장형,개,요크셔 테리어,31,N
경기도,광명시,2005,외장형,개,잉글리쉬 코카 스파니엘,1,N
경기도,광명시,2005,내장형,개,잉글리쉬 코카 스파니엘,1,N
경기도,광명시,2005,외장형,개,진도견,1,N
경기도,광명시,2005,인식표,개,진도견,1,N
경기도,광명시,2005,내장형,개,진도견,1,N
경기도,광명시,2005,외장형,개,치와와,1,N
경기도,광명시,2005,외장형,개,코카 스파니엘,6,N
경기도,광명시,2005,인식표,개,코카 스파니엘,4,N
경기도,광명시,2005,내장형,개,코카 스파니엘,8,N
경기도,광명시,2005,외장형,개,토이 푸들,1,N
